sensor_id,timestamp,temperature,humidity,aqi,noise
sensor_2,2026-03-12T21:23:49+00:00,23.0,84,167,65
sensor_3,2026-03-12T21:23:49+00:00,31.3,33,156,71
sensor_4,2026-03-12T21:23:49+00:00,33.1,69,140,51
sensor_5,2026-03-12T21:23:49+00:00,25.9,78,84,74
sensor_1,2026-03-12T21:23:51+00:00,20.6,39,75,66
sensor_2,2026-03-12T21:23:51+00:00,30.3,34,73,47
sensor_3,2026-03-12T21:23:51+00:00,36.0,63,138,44
sensor_4,2026-03-12T21:23:51+00:00,23.8,83,152,86
sensor_5,2026-03-12T21:23:51+00:00,24.8,90,60,54
sensor_1,2026-03-12T21:23:53+00:00,26.1,38,185,48
sensor_2,2026-03-12T21:23:53+00:00,37.8,33,123,41
sensor_3,2026-03-12T21:23:53+00:00,33.4,30,84,63
sensor_4,2026-03-12T21:23:53+00:00,29.2,54,124,59
sensor_5,2026-03-12T21:23:53+00:00,18.2,54,199,55
sensor_1,2026-03-12T21:23:55+00:00,36.9,44,104,62
sensor_2,2026-03-12T21:23:55+00:00,25.0,79,55,37
sensor_3,2026-03-12T21:23:55+00:00,38.0,58,202,71
sensor_4,2026-03-12T21:23:55+00:00,18.9,26,203,59
sensor_5,2026-03-12T21:23:55+00:00,18.4,83,199,61
sensor_1,2026-03-12T21:23:57+00:00,25.6,46,72,31
sensor_2,2026-03-12T21:23:57+00:00,22.7,48,131,90
sensor_3,2026-03-12T21:23:57+00:00,26.0,20,168,33
sensor_4,2026-03-12T21:23:57+00:00,30.7,60,123,90
sensor_5,2026-03-12T21:23:57+00:00,28.2,29,137,89
sensor_1,2026-03-12T21:23:59+00:00,37.9,84,29,41
sensor_2,2026-03-12T21:23:59+00:00,35.8,52,107,41
sensor_3,2026-03-12T21:23:59+00:00,18.8,57,22,89
sensor_4,2026-03-12T21:23:59+00:00,28.1,47,100,62
sensor_5,2026-03-12T21:23:59+00:00,28.4,61,52,91
sensor_1,2026-03-12T21:24:01+00:00,18.4,40,92,31
sensor_2,2026-03-12T21:24:01+00:00,31.2,24,146,57
sensor_3,2026-03-12T21:24:01+00:00,34.3,31,204,34
sensor_4,2026-03-12T21:24:01+00:00,29.0,71,55,59
sensor_5,2026-03-12T21:24:01+00:00,30.5,88,126,93
sensor_1,2026-03-12T21:24:03+00:00,23.4,51,206,36
sensor_2,2026-03-12T21:24:03+00:00,38.9,28,70,51
sensor_3,2026-03-12T21:24:03+00:00,24.1,74,200,84
sensor_4,2026-03-12T21:24:03+00:00,21.2,66,82,59
sensor_5,2026-03-12T21:24:03+00:00,34.7,25,179,38
sensor_1,2026-03-12T21:24:05+00:00,27.1,79,186,35
sensor_2,2026-03-12T21:24:05+00:00,36.8,44,86,77
sensor_3,2026-03-12T21:24:05+00:00,27.3,26,164,67
sensor_4,2026-03-12T21:24:05+00:00,18.4,73,46,36
sensor_5,2026-03-12T21:24:05+00:00,22.9,50,212,78
sensor_1,2026-03-12T21:24:07+00:00,37.0,36,193,45
sensor_2,2026-03-12T21:24:07+00:00,26.3,23,141,62
sensor_3,2026-03-12T21:24:07+00:00,33.1,36,88,80
sensor_4,2026-03-12T21:24:07+00:00,31.2,85,211,56
sensor_5,2026-03-12T21:24:07+00:00,32.4,78,120,37
sensor_1,2026-03-12T21:24:09+00:00,35.9,80,85,49
sensor_2,2026-03-12T21:24:09+00:00,20.5,88,61,43
sensor_3,2026-03-12T21:24:09+00:00,39.7,82,144,58
sensor_4,2026-03-12T21:24:09+00:00,23.9,49,38,32
sensor_5,2026-03-12T21:24:09+00:00,28.6,42,118,89
sensor_1,2026-03-12T21:24:11+00:00,35.4,23,203,48
sensor_2,2026-03-12T21:24:11+00:00,18.6,82,119,91
sensor_3,2026-03-12T21:24:11+00:00,33.3,23,195,92
sensor_4,2026-03-12T21:24:11+00:00,37.8,39,57,32
sensor_5,2026-03-12T21:24:11+00:00,40.0,78,159,82
sensor_1,2026-03-12T21:24:13+00:00,30.9,28,42,66
sensor_2,2026-03-12T21:24:13+00:00,34.2,33,165,82
sensor_3,2026-03-12T21:24:13+00:00,39.0,75,79,89
sensor_4,2026-03-12T21:24:13+00:00,18.6,65,23,41
sensor_5,2026-03-12T21:24:13+00:00,28.6,28,55,30
sensor_1,2026-03-12T21:24:15+00:00,28.1,90,152,74
sensor_2,2026-03-12T21:24:15+00:00,38.0,36,153,54
sensor_3,2026-03-12T21:24:15+00:00,32.4,72,88,32
sensor_4,2026-03-12T21:24:15+00:00,34.3,59,217,39
sensor_5,2026-03-12T21:24:15+00:00,31.6,47,192,62
sensor_1,2026-03-12T21:24:17+00:00,19.8,55,130,54
sensor_2,2026-03-12T21:24:17+00:00,27.1,71,215,38
sensor_3,2026-03-12T21:24:17+00:00,26.0,30,84,35
sensor_4,2026-03-12T21:24:17+00:00,28.7,20,21,90
sensor_5,2026-03-12T21:24:17+00:00,27.1,32,203,74
sensor_1,2026-03-12T21:24:19+00:00,33.8,69,137,46
sensor_2,2026-03-12T21:24:19+00:00,35.4,27,119,67
sensor_3,2026-03-12T21:24:19+00:00,38.0,34,32,78
sensor_4,2026-03-12T21:24:19+00:00,33.8,66,40,39
sensor_5,2026-03-12T21:24:19+00:00,21.5,86,143,30
sensor_1,2026-03-12T21:24:21+00:00,39.4,64,123,80
sensor_2,2026-03-12T21:24:21+00:00,23.6,86,22,54
sensor_3,2026-03-12T21:24:21+00:00,30.9,60,48,93
sensor_4,2026-03-12T21:24:21+00:00,26.1,59,122,84
sensor_5,2026-03-12T21:24:21+00:00,24.0,28,111,52
sensor_1,2026-03-12T21:24:23+00:00,18.2,29,187,43
sensor_2,2026-03-12T21:24:23+00:00,36.9,85,35,93
sensor_3,2026-03-12T21:24:23+00:00,32.8,49,90,93
sensor_4,2026-03-12T21:24:23+00:00,24.2,43,123,56
sensor_5,2026-03-12T21:24:23+00:00,30.2,40,124,36
sensor_1,2026-03-12T21:24:25+00:00,27.2,42,149,86
sensor_2,2026-03-12T21:24:25+00:00,27.2,35,71,80
sensor_3,2026-03-12T21:24:25+00:00,26.7,73,66,36
sensor_4,2026-03-12T21:24:25+00:00,33.9,41,121,71
sensor_5,2026-03-12T21:24:25+00:00,36.6,49,200,92
sensor_1,2026-03-12T21:24:27+00:00,32.7,47,185,72
sensor_2,2026-03-12T21:24:27+00:00,37.0,49,124,31
sensor_3,2026-03-12T21:24:27+00:00,22.8,37,159,58
sensor_4,2026-03-12T21:24:27+00:00,21.5,37,31,30
sensor_5,2026-03-12T21:24:27+00:00,19.2,56,72,43
sensor_1,2026-03-12T21:24:29+00:00,22.2,39,144,67
sensor_2,2026-03-12T21:24:29+00:00,32.7,32,220,52
sensor_3,2026-03-12T21:24:29+00:00,23.8,68,100,71
sensor_4,2026-03-12T21:24:29+00:00,26.7,56,193,53
sensor_5,2026-03-12T21:24:29+00:00,27.2,65,74,41
sensor_1,2026-03-12T21:24:31+00:00,30.7,48,101,69
sensor_2,2026-03-12T21:24:31+00:00,20.2,83,216,65
sensor_3,2026-03-12T21:24:31+00:00,31.2,77,95,60
sensor_4,2026-03-12T21:24:31+00:00,38.7,62,210,39
sensor_5,2026-03-12T21:24:31+00:00,38.4,50,191,82
sensor_1,2026-03-12T21:24:33+00:00,19.6,20,204,93
sensor_2,2026-03-12T21:24:33+00:00,31.2,54,205,53
sensor_3,2026-03-12T21:24:33+00:00,23.2,24,55,62
sensor_4,2026-03-12T21:24:33+00:00,27.5,77,140,59
sensor_5,2026-03-12T21:24:33+00:00,28.8,39,99,32
sensor_1,2026-03-12T21:24:35+00:00,38.8,31,169,42
sensor_2,2026-03-12T21:24:35+00:00,34.6,78,165,40
sensor_3,2026-03-12T21:24:35+00:00,30.3,48,56,76
sensor_4,2026-03-12T21:24:35+00:00,35.3,28,26,48
sensor_5,2026-03-12T21:24:35+00:00,19.0,86,137,30
sensor_1,2026-03-12T21:24:37+00:00,18.3,52,174,56
sensor_2,2026-03-12T21:24:37+00:00,30.9,21,58,57
sensor_3,2026-03-12T21:24:37+00:00,20.3,77,23,56
sensor_4,2026-03-12T21:24:37+00:00,27.8,30,23,67
sensor_5,2026-03-12T21:24:37+00:00,32.2,30,86,71
sensor_1,2026-03-12T21:24:39+00:00,39.1,52,155,87
sensor_2,2026-03-12T21:24:39+00:00,31.3,50,162,77
sensor_3,2026-03-12T21:24:39+00:00,21.3,61,85,49
sensor_4,2026-03-12T21:24:39+00:00,38.5,47,180,41
sensor_5,2026-03-12T21:24:39+00:00,31.0,67,72,93
sensor_1,2026-03-12T21:24:41+00:00,33.0,29,87,31
sensor_2,2026-03-12T21:24:41+00:00,19.5,34,126,88
sensor_3,2026-03-12T21:24:41+00:00,26.9,74,115,57
sensor_4,2026-03-12T21:24:41+00:00,30.4,71,131,87
sensor_5,2026-03-12T21:24:41+00:00,20.6,52,87,85
sensor_1,2026-03-12T21:24:43+00:00,34.8,30,167,90
sensor_2,2026-03-12T21:24:43+00:00,24.5,52,43,69
sensor_3,2026-03-12T21:24:43+00:00,25.1,62,76,62
sensor_4,2026-03-12T21:24:43+00:00,18.9,79,161,42
sensor_5,2026-03-12T21:24:43+00:00,35.8,73,129,31
sensor_1,2026-03-12T21:24:45+00:00,18.7,55,109,88
sensor_2,2026-03-12T21:24:45+00:00,25.5,27,110,47
sensor_3,2026-03-12T21:24:45+00:00,23.5,20,95,48
sensor_4,2026-03-12T21:24:45+00:00,39.0,89,50,51
sensor_5,2026-03-12T21:24:45+00:00,20.2,68,200,46
sensor_1,2026-03-12T21:24:47+00:00,22.2,21,212,64
sensor_2,2026-03-12T21:24:47+00:00,39.1,48,38,48
sensor_3,2026-03-12T21:24:47+00:00,29.3,22,100,40
sensor_4,2026-03-12T21:24:47+00:00,39.7,48,116,81
sensor_5,2026-03-12T21:24:47+00:00,24.9,77,81,72
sensor_1,2026-03-12T21:24:49+00:00,32.0,21,44,78
sensor_2,2026-03-12T21:24:49+00:00,34.8,23,134,70
sensor_3,2026-03-12T21:24:49+00:00,34.7,57,136,78
sensor_4,2026-03-12T21:24:49+00:00,36.9,28,20,42
sensor_5,2026-03-12T21:24:49+00:00,28.0,40,183,58
sensor_1,2026-03-12T21:24:51+00:00,24.6,42,171,54
sensor_2,2026-03-12T21:24:51+00:00,23.4,66,143,36
sensor_3,2026-03-12T21:24:51+00:00,23.6,88,205,60
sensor_4,2026-03-12T21:24:51+00:00,36.3,48,154,52
sensor_5,2026-03-12T21:24:51+00:00,23.5,26,29,56
sensor_1,2026-03-12T21:24:53+00:00,21.1,81,31,55
sensor_2,2026-03-12T21:24:53+00:00,32.3,72,193,80
sensor_3,2026-03-12T21:24:53+00:00,21.3,45,66,76
sensor_4,2026-03-12T21:24:53+00:00,36.3,44,101,48
sensor_5,2026-03-12T21:24:53+00:00,22.9,89,217,86
sensor_1,2026-03-12T21:24:55+00:00,28.5,86,73,60
sensor_2,2026-03-12T21:24:55+00:00,36.5,31,131,41
sensor_3,2026-03-12T21:24:55+00:00,39.1,78,66,34
sensor_4,2026-03-12T21:24:55+00:00,27.4,45,93,50
sensor_5,2026-03-12T21:24:55+00:00,37.1,81,198,50
sensor_1,2026-03-12T21:24:57+00:00,36.0,64,198,95
sensor_2,2026-03-12T21:24:57+00:00,21.8,22,176,71
sensor_3,2026-03-12T21:24:57+00:00,20.2,41,81,52
sensor_4,2026-03-12T21:24:57+00:00,22.8,68,109,45
sensor_5,2026-03-12T21:24:57+00:00,18.1,38,97,69
sensor_1,2026-03-12T21:24:59+00:00,24.2,46,33,69
sensor_2,2026-03-12T21:24:59+00:00,24.0,39,95,54
sensor_3,2026-03-12T21:24:59+00:00,32.9,74,152,90
sensor_4,2026-03-12T21:24:59+00:00,26.5,47,109,85
sensor_5,2026-03-12T21:24:59+00:00,18.3,86,74,30
sensor_1,2026-03-12T21:25:01+00:00,33.0,21,120,66
sensor_2,2026-03-12T21:25:01+00:00,21.1,57,200,69
sensor_3,2026-03-12T21:25:01+00:00,27.7,48,20,45
sensor_4,2026-03-12T21:25:01+00:00,31.3,36,25,82
sensor_5,2026-03-12T21:25:01+00:00,20.8,59,100,92
sensor_1,2026-03-12T21:25:03+00:00,39.5,80,135,71
sensor_2,2026-03-12T21:25:03+00:00,38.2,39,43,67
sensor_3,2026-03-12T21:25:03+00:00,22.9,82,111,31
sensor_4,2026-03-12T21:25:03+00:00,21.6,40,68,46
sensor_5,2026-03-12T21:25:03+00:00,23.0,23,165,81
sensor_1,2026-03-12T21:25:05+00:00,19.9,46,208,63
sensor_2,2026-03-12T21:25:05+00:00,29.8,37,194,58
sensor_3,2026-03-12T21:25:05+00:00,37.1,50,53,39
sensor_4,2026-03-12T21:25:05+00:00,26.0,89,178,68
sensor_5,2026-03-12T21:25:05+00:00,37.4,70,77,46
sensor_1,2026-03-12T21:25:07+00:00,24.6,66,72,65
sensor_2,2026-03-12T21:25:07+00:00,27.6,38,30,65
sensor_3,2026-03-12T21:25:07+00:00,28.1,42,87,35
sensor_4,2026-03-12T21:25:07+00:00,35.7,42,151,77
sensor_5,2026-03-12T21:25:07+00:00,35.2,42,78,58
sensor_1,2026-03-12T21:25:09+00:00,36.3,87,198,80
sensor_2,2026-03-12T21:25:09+00:00,29.6,50,220,66
sensor_3,2026-03-12T21:25:09+00:00,38.4,36,188,81
sensor_4,2026-03-12T21:25:09+00:00,35.3,64,130,68
sensor_5,2026-03-12T21:25:09+00:00,21.1,47,218,60
sensor_1,2026-03-12T21:25:11+00:00,30.8,88,28,89
sensor_2,2026-03-12T21:25:11+00:00,37.6,49,179,43
sensor_3,2026-03-12T21:25:11+00:00,20.4,31,160,88
sensor_4,2026-03-12T21:25:11+00:00,24.2,35,170,51
sensor_5,2026-03-12T21:25:11+00:00,26.0,74,134,30
sensor_1,2026-03-12T21:25:13+00:00,35.4,89,44,34
sensor_2,2026-03-12T21:25:13+00:00,29.5,43,84,38
sensor_3,2026-03-12T21:25:13+00:00,22.5,38,25,82
sensor_4,2026-03-12T21:25:13+00:00,27.1,68,204,52
sensor_5,2026-03-12T21:25:13+00:00,25.6,47,95,89
sensor_1,2026-03-12T21:25:15+00:00,27.1,51,104,68
sensor_2,2026-03-12T21:25:15+00:00,26.9,73,96,39
sensor_3,2026-03-12T21:25:15+00:00,31.2,76,23,56
sensor_4,2026-03-12T21:25:15+00:00,27.5,27,189,71
sensor_5,2026-03-12T21:25:15+00:00,37.3,69,136,82
sensor_1,2026-03-12T21:25:17+00:00,36.9,70,30,72
sensor_2,2026-03-12T21:25:17+00:00,23.3,33,33,57
sensor_3,2026-03-12T21:25:17+00:00,24.8,50,191,32
sensor_4,2026-03-12T21:25:17+00:00,23.0,63,109,89
sensor_5,2026-03-12T21:25:17+00:00,22.5,24,139,63
sensor_1,2026-03-12T21:25:19+00:00,19.6,78,134,70
sensor_2,2026-03-12T21:25:19+00:00,27.0,83,37,62
sensor_3,2026-03-12T21:25:19+00:00,19.8,41,190,51
sensor_4,2026-03-12T21:25:19+00:00,32.8,51,212,40
sensor_5,2026-03-12T21:25:19+00:00,24.3,69,146,44
sensor_1,2026-03-12T21:25:21+00:00,21.6,41,39,49
sensor_2,2026-03-12T21:25:21+00:00,31.5,71,163,75
sensor_3,2026-03-12T21:25:21+00:00,35.2,68,171,50
sensor_4,2026-03-12T21:25:21+00:00,38.5,86,201,91
sensor_5,2026-03-12T21:25:21+00:00,34.4,20,209,64
sensor_1,2026-03-12T21:25:23+00:00,25.1,78,133,41
sensor_2,2026-03-12T21:25:23+00:00,23.6,67,33,51
sensor_3,2026-03-12T21:25:23+00:00,37.9,66,124,89
sensor_4,2026-03-12T21:25:23+00:00,39.8,65,112,40
sensor_5,2026-03-12T21:25:23+00:00,38.8,44,197,68
sensor_1,2026-03-12T21:25:25+00:00,39.7,77,78,80
sensor_2,2026-03-12T21:25:25+00:00,26.1,79,199,69
sensor_3,2026-03-12T21:25:25+00:00,25.4,37,136,92
sensor_4,2026-03-12T21:25:25+00:00,37.8,45,213,75
sensor_5,2026-03-12T21:25:25+00:00,18.5,27,90,36
sensor_1,2026-03-12T21:25:27+00:00,34.7,23,127,49
sensor_2,2026-03-12T21:25:27+00:00,28.9,70,25,46
sensor_3,2026-03-12T21:25:27+00:00,30.9,56,112,43
sensor_4,2026-03-12T21:25:27+00:00,34.8,26,73,77
sensor_5,2026-03-12T21:25:27+00:00,23.1,71,215,39
sensor_1,2026-03-12T21:25:29+00:00,31.7,34,195,35
sensor_2,2026-03-12T21:25:29+00:00,35.2,43,148,40
sensor_3,2026-03-12T21:25:29+00:00,20.9,76,136,95
sensor_4,2026-03-12T21:25:29+00:00,32.2,84,51,44
sensor_5,2026-03-12T21:25:29+00:00,39.1,23,26,44
sensor_1,2026-03-12T21:25:31+00:00,36.5,72,72,55
sensor_2,2026-03-12T21:25:31+00:00,38.1,26,119,75
sensor_3,2026-03-12T21:25:31+00:00,36.5,58,32,73
sensor_4,2026-03-12T21:25:31+00:00,20.9,49,102,67
sensor_5,2026-03-12T21:25:31+00:00,35.1,47,106,76
sensor_1,2026-03-12T21:25:33+00:00,35.1,77,202,86
sensor_2,2026-03-12T21:25:33+00:00,23.5,35,108,41
sensor_3,2026-03-12T21:25:33+00:00,32.7,53,196,84
sensor_4,2026-03-12T21:25:33+00:00,22.8,37,177,71
sensor_5,2026-03-12T21:25:33+00:00,20.1,54,116,81
sensor_1,2026-03-12T21:25:35+00:00,31.9,22,188,77
sensor_2,2026-03-12T21:25:35+00:00,26.4,77,97,57
sensor_3,2026-03-12T21:25:35+00:00,23.6,61,40,52
sensor_4,2026-03-12T21:25:35+00:00,35.7,44,118,78
sensor_5,2026-03-12T21:25:35+00:00,24.8,59,184,51
sensor_1,2026-03-12T21:25:37+00:00,37.2,24,165,77
sensor_2,2026-03-12T21:25:37+00:00,23.6,83,166,59
sensor_3,2026-03-12T21:25:37+00:00,18.3,21,110,34
sensor_4,2026-03-12T21:25:37+00:00,20.2,55,65,35
sensor_5,2026-03-12T21:25:37+00:00,19.7,41,28,60
sensor_1,2026-03-12T21:25:39+00:00,37.6,77,49,30
sensor_2,2026-03-12T21:25:39+00:00,38.6,53,38,33
sensor_3,2026-03-12T21:25:39+00:00,36.4,84,103,68
sensor_4,2026-03-12T21:25:39+00:00,33.9,65,59,66
sensor_5,2026-03-12T21:25:39+00:00,30.6,35,46,82
sensor_1,2026-03-12T21:25:41+00:00,38.2,39,35,52
sensor_2,2026-03-12T21:25:41+00:00,20.3,66,22,47
sensor_3,2026-03-12T21:25:41+00:00,37.5,31,166,39
sensor_4,2026-03-12T21:25:41+00:00,33.7,28,140,54
sensor_5,2026-03-12T21:25:41+00:00,39.7,90,102,93
sensor_1,2026-03-12T21:25:43+00:00,25.4,41,207,46
sensor_2,2026-03-12T21:25:43+00:00,36.1,83,83,52
sensor_3,2026-03-12T21:25:43+00:00,28.5,89,89,69
sensor_4,2026-03-12T21:25:43+00:00,21.6,81,97,42
sensor_5,2026-03-12T21:25:43+00:00,33.9,24,216,76
sensor_1,2026-03-12T21:25:45+00:00,26.5,30,163,47
sensor_2,2026-03-12T21:25:45+00:00,30.0,66,163,36
sensor_3,2026-03-12T21:25:45+00:00,20.2,46,164,41
sensor_4,2026-03-12T21:25:45+00:00,36.3,26,195,84
sensor_5,2026-03-12T21:25:45+00:00,21.5,50,210,49
sensor_1,2026-03-12T21:25:47+00:00,36.5,38,134,90
sensor_2,2026-03-12T21:25:47+00:00,20.3,43,186,81
sensor_3,2026-03-12T21:25:47+00:00,36.7,55,90,44
sensor_4,2026-03-12T21:25:47+00:00,19.2,23,200,72
sensor_5,2026-03-12T21:25:47+00:00,31.3,52,87,78
sensor_1,2026-03-12T21:25:49+00:00,29.3,80,97,55
sensor_2,2026-03-12T21:25:49+00:00,29.2,62,85,73
sensor_3,2026-03-12T21:25:49+00:00,33.7,70,139,75
sensor_4,2026-03-12T21:25:49+00:00,24.5,79,47,43
sensor_5,2026-03-12T21:25:49+00:00,36.0,43,220,65
sensor_1,2026-03-12T21:25:51+00:00,18.6,20,86,34
sensor_2,2026-03-12T21:25:51+00:00,29.8,76,119,38
sensor_3,2026-03-12T21:25:51+00:00,28.7,81,27,76
sensor_4,2026-03-12T21:25:51+00:00,19.3,56,141,75
sensor_5,2026-03-12T21:25:51+00:00,30.4,42,184,30
sensor_1,2026-03-12T21:25:53+00:00,25.2,67,85,54
sensor_2,2026-03-12T21:25:53+00:00,38.1,84,52,91
sensor_3,2026-03-12T21:25:53+00:00,29.3,67,188,55
sensor_4,2026-03-12T21:25:53+00:00,32.8,22,57,93
sensor_5,2026-03-12T21:25:53+00:00,31.7,86,219,56
sensor_1,2026-03-12T21:25:55+00:00,28.0,68,97,91
sensor_2,2026-03-12T21:25:55+00:00,25.5,56,72,50
sensor_3,2026-03-12T21:25:55+00:00,40.0,56,201,33
sensor_4,2026-03-12T21:25:55+00:00,35.6,33,207,55
sensor_5,2026-03-12T21:25:55+00:00,38.7,49,150,50
sensor_1,2026-03-12T21:25:57+00:00,33.4,27,101,88
sensor_2,2026-03-12T21:25:57+00:00,39.5,84,187,73
sensor_3,2026-03-12T21:25:57+00:00,22.0,42,197,49
sensor_4,2026-03-12T21:25:57+00:00,21.8,51,27,84
sensor_5,2026-03-12T21:25:57+00:00,38.5,48,112,71
sensor_1,2026-03-12T21:25:59+00:00,23.3,22,173,74
sensor_2,2026-03-12T21:25:59+00:00,32.7,29,23,65
sensor_3,2026-03-12T21:25:59+00:00,32.4,70,182,76
sensor_4,2026-03-12T21:25:59+00:00,22.7,50,205,66
sensor_5,2026-03-12T21:25:59+00:00,39.2,20,99,41
sensor_1,2026-03-12T21:26:01+00:00,23.5,25,51,35
sensor_2,2026-03-12T21:26:01+00:00,28.2,87,130,44
sensor_3,2026-03-12T21:26:01+00:00,24.4,44,129,52
sensor_4,2026-03-12T21:26:01+00:00,36.9,65,24,42
sensor_5,2026-03-12T21:26:01+00:00,34.7,37,164,35
sensor_1,2026-03-12T21:26:03+00:00,32.2,30,114,76
sensor_2,2026-03-12T21:26:03+00:00,36.3,89,189,48
sensor_3,2026-03-12T21:26:03+00:00,37.9,56,174,65
sensor_4,2026-03-12T21:26:03+00:00,23.4,68,29,69
sensor_5,2026-03-12T21:26:03+00:00,36.7,86,201,87
sensor_1,2026-03-12T21:26:05+00:00,33.6,81,108,73
sensor_2,2026-03-12T21:26:05+00:00,39.5,84,80,38
sensor_3,2026-03-12T21:26:05+00:00,35.3,85,167,36
sensor_4,2026-03-12T21:26:05+00:00,21.2,38,47,83
sensor_5,2026-03-12T21:26:05+00:00,33.7,23,60,70
sensor_1,2026-03-12T21:26:07+00:00,32.8,64,42,52
sensor_2,2026-03-12T21:26:07+00:00,34.9,80,196,61
sensor_3,2026-03-12T21:26:07+00:00,36.9,28,207,84
sensor_4,2026-03-12T21:26:07+00:00,35.1,28,170,92
sensor_5,2026-03-12T21:26:07+00:00,37.7,28,48,80
sensor_1,2026-03-12T21:26:09+00:00,27.3,41,112,63
sensor_2,2026-03-12T21:26:09+00:00,19.6,65,216,70
sensor_3,2026-03-12T21:26:09+00:00,19.6,65,62,49
sensor_4,2026-03-12T21:26:09+00:00,18.0,52,166,49
sensor_5,2026-03-12T21:26:09+00:00,24.4,69,115,78
sensor_1,2026-03-12T21:26:11+00:00,39.7,40,60,90
sensor_2,2026-03-12T21:26:11+00:00,36.1,52,128,43
sensor_3,2026-03-12T21:26:11+00:00,32.8,69,138,76
sensor_4,2026-03-12T21:26:11+00:00,30.8,26,103,59
sensor_5,2026-03-12T21:26:11+00:00,19.0,55,126,64
sensor_1,2026-03-12T21:26:13+00:00,32.0,75,21,64
sensor_2,2026-03-12T21:26:13+00:00,26.4,50,220,77
sensor_3,2026-03-12T21:26:13+00:00,27.0,76,33,45
sensor_4,2026-03-12T21:26:13+00:00,39.1,27,146,92
sensor_5,2026-03-12T21:26:13+00:00,36.5,33,122,57
sensor_1,2026-03-12T21:26:15+00:00,20.4,89,49,73
sensor_2,2026-03-12T21:26:15+00:00,24.4,41,21,77
sensor_3,2026-03-12T21:26:15+00:00,37.6,54,111,59
sensor_4,2026-03-12T21:26:15+00:00,38.2,32,162,61
sensor_5,2026-03-12T21:26:15+00:00,38.2,90,107,41
sensor_1,2026-03-12T21:26:17+00:00,30.4,39,48,40
sensor_2,2026-03-12T21:26:17+00:00,31.5,74,161,54
sensor_3,2026-03-12T21:26:17+00:00,28.8,72,21,82
sensor_4,2026-03-12T21:26:17+00:00,35.6,37,196,53
sensor_5,2026-03-12T21:26:17+00:00,21.8,28,73,32
sensor_1,2026-03-12T21:26:19+00:00,37.1,23,185,61
sensor_2,2026-03-12T21:26:19+00:00,27.3,90,94,71
sensor_3,2026-03-12T21:26:19+00:00,26.5,46,145,58
sensor_4,2026-03-12T21:26:19+00:00,29.2,79,73,80
sensor_5,2026-03-12T21:26:19+00:00,38.9,40,41,91
sensor_1,2026-03-12T21:26:21+00:00,25.5,76,68,36
sensor_2,2026-03-12T21:26:21+00:00,35.6,45,104,80
sensor_3,2026-03-12T21:26:21+00:00,24.0,28,48,95
sensor_4,2026-03-12T21:26:21+00:00,39.0,61,54,45
sensor_5,2026-03-12T21:26:21+00:00,30.9,43,50,93
sensor_1,2026-03-12T21:26:23+00:00,31.6,41,116,52
sensor_2,2026-03-12T21:26:23+00:00,35.4,36,168,95
sensor_3,2026-03-12T21:26:23+00:00,26.5,34,212,80
sensor_4,2026-03-12T21:26:23+00:00,33.4,36,27,64
sensor_5,2026-03-12T21:26:23+00:00,21.9,83,111,81
sensor_1,2026-03-12T21:26:25+00:00,33.6,84,63,86
sensor_2,2026-03-12T21:26:25+00:00,35.4,61,43,37
sensor_3,2026-03-12T21:26:26+00:00,32.6,45,188,32
sensor_4,2026-03-12T21:26:26+00:00,29.7,77,146,72
sensor_5,2026-03-12T21:26:26+00:00,24.3,89,184,67
sensor_1,2026-03-12T21:26:28+00:00,31.2,40,162,69
sensor_2,2026-03-12T21:26:28+00:00,27.0,32,30,77
sensor_3,2026-03-12T21:26:28+00:00,32.4,61,165,71
sensor_4,2026-03-12T21:26:28+00:00,30.8,70,202,74
sensor_5,2026-03-12T21:26:28+00:00,19.3,85,152,44
sensor_1,2026-03-12T21:26:30+00:00,36.0,37,184,54
sensor_2,2026-03-12T21:26:30+00:00,37.6,39,96,32
sensor_3,2026-03-12T21:26:30+00:00,29.2,39,75,79
sensor_4,2026-03-12T21:26:30+00:00,28.5,83,173,30
sensor_5,2026-03-12T21:26:30+00:00,37.5,61,36,46
sensor_1,2026-03-12T21:26:32+00:00,34.3,22,186,90
sensor_2,2026-03-12T21:26:32+00:00,37.4,27,120,85
sensor_3,2026-03-12T21:26:32+00:00,31.5,86,129,55
sensor_4,2026-03-12T21:26:32+00:00,38.7,28,63,59
sensor_5,2026-03-12T21:26:32+00:00,32.3,27,91,37
sensor_1,2026-03-12T21:26:34+00:00,23.1,79,101,42
sensor_2,2026-03-12T21:26:34+00:00,20.0,31,169,77
sensor_3,2026-03-12T21:26:34+00:00,20.6,42,49,52
sensor_4,2026-03-12T21:26:34+00:00,34.3,43,26,31
sensor_5,2026-03-12T21:26:34+00:00,35.7,38,55,84
sensor_1,2026-03-12T21:26:36+00:00,31.5,71,59,70
sensor_2,2026-03-12T21:26:36+00:00,23.0,85,47,56
sensor_3,2026-03-12T21:26:36+00:00,34.6,83,149,59
sensor_4,2026-03-12T21:26:36+00:00,36.7,69,189,45
sensor_5,2026-03-12T21:26:36+00:00,23.8,70,74,66
sensor_1,2026-03-12T21:26:38+00:00,30.9,78,195,46
sensor_2,2026-03-12T21:26:38+00:00,29.0,38,124,64
sensor_3,2026-03-12T21:26:38+00:00,35.2,43,55,73
sensor_4,2026-03-12T21:26:38+00:00,36.7,78,48,58
